DHSID_EA,water_index
IA-2015-7-00010009,5.0
IA-2015-7-00010011,4.961904761904762
IA-2015-7-00010017,4.435497835497836
IA-2015-7-00010044,4.976190476190476
IA-2015-7-00010060,5.0
IA-2015-7-00010072,4.676580086580087
IA-2015-7-00010074,4.961904761904762
IA-2015-7-00010099,5.0
IA-2015-7-00010109,4.330519480519481
IA-2015-7-00010168,4.335281385281386
IA-2015-7-00010172,5.0
IA-2015-7-00020001,4.830735930735931
IA-2015-7-00020024,4.726406926406926
IA-2015-7-00020074,4.5490874914559125
IA-2015-7-00020085,4.679285714285714
IA-2015-7-00020095,4.815863324318702
IA-2015-7-00020113,4.5911255411255425
IA-2015-7-00020115,4.678715728715728
IA-2015-7-00020160,4.4720893141945774
IA-2015-7-00020173,4.584545454545455
IA-2015-7-00020194,4.621679197994988
IA-2015-7-00020206,4.669480519480519
IA-2015-7-00020229,4.621679197994988
IA-2015-7-00020238,4.8647186147186146
IA-2015-7-00020270,3.8583071314650264
IA-2015-7-00020347,4.172777777777777
IA-2015-7-00020348,4.274824561403508
IA-2015-7-00020355,4.241233766233767
IA-2015-7-00020364,3.8583071314650264
IA-2015-7-00020416,4.921854636591479
IA-2015-7-00020424,4.4179243563454085
IA-2015-7-00020447,4.733809523809525
IA-2015-7-00020450,4.603287566742944
IA-2015-7-00020455,4.515559352927774
IA-2015-7-00020499,4.858874458874459
IA-2015-7-00020504,4.50349737981317
IA-2015-7-00020513,4.635858585858586
IA-2015-7-00020557,4.861904761904762
IA-2015-7-00020578,4.078189033189033
IA-2015-7-00020637,4.9203463203463205
IA-2015-7-00020685,4.678715728715728
IA-2015-7-00020702,4.656058129513508
IA-2015-7-00020733,4.3167532467532475
IA-2015-7-00020759,4.8776190476190475
IA-2015-7-00020761,4.679235588972431
IA-2015-7-00020766,4.617380952380953
IA-2015-7-00020780,4.495660742766007
IA-2015-7-00020814,4.701861471861472
IA-2015-7-00020818,3.9900865800865803
IA-2015-7-00020831,4.733333333333333
IA-2015-7-00020872,4.767207792207793
IA-2015-7-00020880,4.641190476190475
IA-2015-7-00020882,4.226876281613124
IA-2015-7-00030007,4.611038961038961
IA-2015-7-00030014,4.963988095238095
IA-2015-7-00030025,4.95513784461153
IA-2015-7-00030033,4.718070175438596
IA-2015-7-00030040,3.9193073593073593
IA-2015-7-00030052,4.520129870129869
IA-2015-7-00030068,3.4320175438596485
IA-2015-7-00030074,3.9459911141490087
IA-2015-7-00030091,3.93634996582365
IA-2015-7-00030097,3.940143540669856
IA-2015-7-00030108,4.703334092807777
IA-2015-7-00030118,4.596681096681097
IA-2015-7-00030124,4.688961038961039
IA-2015-7-00030129,4.574934718704069
IA-2015-7-00030137,4.904089769879244
IA-2015-7-00030140,4.70917748917749
IA-2015-7-00030145,4.554298491326355
IA-2015-7-00030182,4.318809523809524
IA-2015-7-00030195,3.6074000509294635
IA-2015-7-00030202,3.93634996582365
IA-2015-7-00030207,2.663636363636364
IA-2015-7-00030217,4.574934718704069
IA-2015-7-00030275,4.898235294117647
IA-2015-7-00030278,4.577394957983194
IA-2015-7-00030279,4.621253132832081
IA-2015-7-00030291,3.93634996582365
IA-2015-7-00030294,4.963988095238095
IA-2015-7-00030303,3.4057575757575753
IA-2015-7-00030310,4.059486260213815
IA-2015-7-00030326,4.258236500341764
IA-2015-7-00030331,4.961343984962406
IA-2015-7-00030332,4.341331269349846
IA-2015-7-00030365,3.2245488721804514
IA-2015-7-00030367,4.2924937343358405
IA-2015-7-00030371,4.341331269349846
IA-2015-7-00030383,4.29697966507177
IA-2015-7-00030393,4.020635680109365
IA-2015-7-00030396,4.246315789473684
IA-2015-7-00030421,4.575943512971376
IA-2015-7-00030428,3.957294372294372
IA-2015-7-00030434,4.939954453441295
IA-2015-7-00030448,4.831428571428571
IA-2015-7-00030449,4.655668717247665
IA-2015-7-00030452,4.7257655502392355
IA-2015-7-00030463,3.8294372294372296
IA-2015-7-00030470,4.658701298701299
IA-2015-7-00030477,3.4613898382319435
IA-2015-7-00030478,3.0428571428571427
IA-2015-7-00030492,3.155913647755753
IA-2015-7-00030502,4.748287786774629
IA-2015-7-00030525,4.961343984962406
IA-2015-7-00030539,4.9448768981276725
IA-2015-7-00030552,4.703334092807777
IA-2015-7-00030561,4.284551820728291
IA-2015-7-00030569,4.554298491326355
IA-2015-7-00030585,4.579411340293693
IA-2015-7-00030590,4.159264069264069
IA-2015-7-00030614,4.670179101943807
IA-2015-7-00030619,3.925207961972668
IA-2015-7-00030631,4.925417956656347
IA-2015-7-00030656,4.730606820080505
IA-2015-7-00030664,4.575943512971377
IA-2015-7-00030668,4.5334486505926135
IA-2015-7-00030722,4.3388006558285195
IA-2015-7-00030726,4.341962481962481
IA-2015-7-00030748,4.325729028453487
IA-2015-7-00030763,4.060961114908483
IA-2015-7-00030764,3.940143540669856
IA-2015-7-00030786,4.449168152109329
IA-2015-7-00030809,3.137731829573935
IA-2015-7-00030810,3.596631351105035
IA-2015-7-00030827,4.188415356573252
IA-2015-7-00030833,4.87979797979798
IA-2015-7-00040029,3.337780815675553
IA-2015-7-00040054,3.216450216450217
IA-2015-7-00040056,3.553290043290043
IA-2015-7-00040077,3.259572510822511
IA-2015-7-00040078,4.070891801696756
IA-2015-7-00040080,3.7012588288904076
IA-2015-7-00040087,3.108225108225108
IA-2015-7-00040132,3.386557302346776
IA-2015-7-00040178,3.356680337206653
IA-2015-7-00040181,3.6716370966943046
IA-2015-7-00040183,3.0464646464646465
IA-2015-7-00040214,4.241978609625669
IA-2015-7-00040215,3.224743677375257
IA-2015-7-00040219,3.4568421052631577
IA-2015-7-00040224,3.1082251082251084
IA-2015-7-00040245,3.1510101010101015
IA-2015-7-00040250,4.048510852229388
IA-2015-7-00040256,3.633571428571429
IA-2015-7-00040267,3.5153858130173923
IA-2015-7-00040268,3.0806277056277054
IA-2015-7-00040274,3.342770562770563
IA-2015-7-00040276,3.220995670995671
IA-2015-7-00040281,3.5165185691501484
IA-2015-7-00040292,3.538852813852814
IA-2015-7-00040305,3.5654777589560203
IA-2015-7-00040310,3.1419191919191922
IA-2015-7-00040311,3.082721626199887
IA-2015-7-00040322,3.681682615629984
IA-2015-7-00040351,3.2975829725829726
IA-2015-7-00040359,3.513819776714514
IA-2015-7-00040361,3.1645830980613594
IA-2015-7-00040365,2.7593560606060605
IA-2015-7-00040389,3.19517316017316
IA-2015-7-00040395,4.295591630591631
IA-2015-7-00040397,4.068751803751804
IA-2015-7-00040404,3.342597402597403
IA-2015-7-00040405,4.380764790764791
IA-2015-7-00040420,4.1365800865800875
IA-2015-7-00040433,3.3694805194805193
IA-2015-7-00040435,3.428644338118022
IA-2015-7-00040445,3.360606060606061
IA-2015-7-00040451,3.767187777822452
IA-2015-7-00040460,3.5178138528138527
IA-2015-7-00040462,3.105555555555555
IA-2015-7-00040477,3.0515151515151517
IA-2015-7-00040488,2.835930735930736
IA-2015-7-00040489,3.2647474747474745
IA-2015-7-00040517,3.112121212121212
IA-2015-7-00040519,3.1182251082251082
IA-2015-7-00040546,3.811366360565445
IA-2015-7-00040561,3.372894736842105
IA-2015-7-00040570,3.073679653679654
IA-2015-7-00040575,3.315933014354067
IA-2015-7-00040579,3.0148051948051946
IA-2015-7-00040580,3.171024531024531
IA-2015-7-00040583,3.8105604921394396
IA-2015-7-00040602,3.0277489177489176
IA-2015-7-00040615,3.2536431989063574
IA-2015-7-00040628,3.2776839826839828
IA-2015-7-00040647,3.7800432900432903
IA-2015-7-00040683,3.069047619047619
IA-2015-7-00040686,3.2015007215007216
IA-2015-7-00040702,3.1279437229437232
IA-2015-7-00040717,4.070891801696755
IA-2015-7-00040736,3.0554329004329004
IA-2015-7-00040746,3.0615151515151515
IA-2015-7-00040750,3.302346776030986
IA-2015-7-00040759,3.640981240981241
IA-2015-7-00040776,3.848044023101232
IA-2015-7-00040796,3.1251082251082254
IA-2015-7-00040801,3.0464646464646465
IA-2015-7-00040808,3.118333333333333
IA-2015-7-00040813,3.376926406926407
IA-2015-7-00040823,3.705909090909091
IA-2015-7-00040824,4.489610389610389
IA-2015-7-00040825,3.036168831168831
IA-2015-7-00040828,3.4286443381180227
IA-2015-7-00040834,3.112121212121212
IA-2015-7-00040841,3.1874458874458873
IA-2015-7-00040845,3.0519480519480515
IA-2015-7-00040849,3.1890419725202337
IA-2015-7-00040858,3.277582972582972
IA-2015-7-00040862,3.186709956709957
IA-2015-7-00040873,3.4293073593073595
IA-2015-7-00040881,3.0926406926406926
